Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
S24B91/057,Emmanuel,,Malinga,Female,2003-02-23,Ugandan,Uganda,+256 724 681 810,emmanuel.malinga@students.ucu.ac.ug,Iganga District,Iganga,Central,00000,Uganda Christian University,3.55,3.81; 3.63,82,32,7,"BOL0302, BOL0305",20,"Java, React","Communication, Teamwork, Critical Thinking",Cybersecurity,Artificial Intelligence,"Hiking, Traveling",Visual,Small group,Late night,Software Engineering
S24B91/059,Ivan,,Kayemba,Male,2003-12-12,Ugandan,Uganda,+256 754 143 839,ivan.kayemba@students.ucu.ac.ug,Mbale District,Mbale,Central,00000,Uganda Christian University,3.11,3.15; 3.05,54,53,7,"BOL0301, BOL0304, BOL0306",18,"React, Java","Critical Thinking, Problem-solving, Leadership",Software Engineering,Data Science,"Photography, Cooking",Reading/Writing,One-on-one,Morning,Web Development
S25B91/001,Walter,,Kabuye,Male,2004-11-13,Ugandan,Uganda,+256 740 183 135,walter.kabuye@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.46,3.51; 3.18,51,48,6,BOL0106,12,"AWS, Git","Problem-solving, Teamwork, Leadership",Software Engineering,Data Science,"Cooking, Gaming",Kinesthetic,Online,Afternoon,Mobile App Development
S25B91/003,Namyalo,,Nakaggwa,Male,1999-11-21,Ugandan,Uganda,+256 717 968 814,namyalo.nakaggwa@students.ucu.ac.ug,Mityana District,Mityana,Central,00000,Uganda Christian University,2.82,2.82; 2.88,73,39,6,BOL0103,17,"React, C++","Communication, Teamwork, Time Management",Data Science,Web Development,"Sports, Cooking",Reading/Writing,Small group,Morning,Software Engineering
S25B91/005,Yasin,,Ssenoga,Female,1999-09-20,Ugandan,Uganda,+256 786 690 273,yasin.ssenoga@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,2.98,2.9; 3.26,32,26,7,BOL0103,19,"Git, Machine Learning","Leadership, Problem-solving, Teamwork",Web Development,Web Development,"Gaming, Sports",Visual,Online,Morning,Data Science
S25B91/007,Peace,,Ladu,Male,2000-10-22,Ugandan,Uganda,+256 798 279 726,peace.ladu@students.ucu.ac.ug,Mpigi District,Mpigi,Central,00000,Uganda Christian University,3.3,3.11; 3.24,118,58,7,nan,18,"Docker, Git","Leadership, Time Management, Teamwork",Data Science,Cloud Computing,"Sports, Traveling",Visual,Small group,Evening,Data Science
S25B91/011,Stephen,,Bukenya,Male,2000-05-24,Ugandan,Uganda,+256 764 519 416,stephen.bukenya@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.8,2.52; 2.54,109,54,6,nan,14,"JavaScript, C++","Leadership, Communication, Critical Thinking",Web Development,Artificial Intelligence,"Reading, Music",Reading/Writing,Online,Evening,Cloud Computing
S25B91/013,Naava,,Nakato,Male,2005-04-28,Ugandan,Uganda,+256 727 655 145,naava.nakato@students.ucu.ac.ug,Mbale District,Mbale,Central,00000,Uganda Christian University,3.38,3.6; 3.3,72,46,4,nan,14,"JavaScript, Machine Learning","Communication, Time Management, Adaptability",Software Engineering,Software Engineering,"Photography, Hiking",Kinesthetic,One-on-one,Afternoon,Cloud Computing
S25B91/016,Lilian,,Kahinda,Female,1999-05-15,Ugandan,Uganda,+256 782 605 240,lilian.kahinda@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.67,2.62; 2.88,50,25,7,"BOL0101, BOL0103, BOL0104",16,"JavaScript, Node.js","Time Management, Teamwork, Leadership",Software Engineering,Artificial Intelligence,"Photography, Music",Auditory,Online,Afternoon,Software Engineering
S25B91/018,Faith,,Mayanja,Female,2004-01-16,Ugandan,Uganda,+256 721 762 989,faith.mayanja@students.ucu.ac.ug,Iganga District,Iganga,Central,00000,Uganda Christian University,3.61,3.83; 3.6,109,27,4,nan,14,"Git, React","Teamwork, Critical Thinking, Problem-solving",Software Engineering,Mobile App Development,"Gaming, Cooking",Kinesthetic,Small group,Afternoon,Cloud Computing
S25B91/020,Kevin,,Muhangi,Female,2005-02-26,Ugandan,Uganda,+256 776 170 396,kevin.muhangi@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.81,2.7; 2.93,100,25,4,nan,12,"SQL, C++","Adaptability, Leadership, Teamwork",Artificial Intelligence,Cloud Computing,"Photography, Traveling",Auditory,Alone,Evening,Cybersecurity
S25B91/023,Catherine,,Kalyango,Male,2005-09-21,Ugandan,Uganda,+256 746 865 753,catherine.kalyango@students.ucu.ac.ug,Kotido District,Kotido,Central,00000,Uganda Christian University,2.79,2.6; 2.65,61,50,7,"BOL0101, BOL0102, BOL0103",19,"Data Analysis, Git","Critical Thinking, Communication, Adaptability",Mobile App Development,Web Development,"Music, Traveling",Kinesthetic,Small group,Late night,Data Science
S25B91/025,Precious,,Okot,Female,2004-08-25,Ugandan,Uganda,+256 764 594 237,precious.okot@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.21,3.28; 3.08,68,36,4,nan,20,"AWS, MongoDB","Communication, Adaptability, Critical Thinking",Artificial Intelligence,Software Engineering,"Reading, Hiking",Kinesthetic,One-on-one,Afternoon,Artificial Intelligence
S25B91/027,Catherine,,Nakato,Male,2004-04-25,Ugandan,Uganda,+256 725 820 357,catherine.nakato@students.ucu.ac.ug,Kyenjojo District,Kyenjojo,Central,00000,Uganda Christian University,3.64,3.69; 3.81,102,23,7,BOL0105,12,"AWS, Flutter","Teamwork, Communication, Time Management",Software Engineering,Data Science,"Volunteering, Gaming",Reading/Writing,Alone,Morning,Artificial Intelligence
S25B91/029,Trevor,,Nakafeero,Male,2003-01-09,Ugandan,Uganda,+256 716 974 673,trevor.nakafeero@students.ucu.ac.ug,Kibale District,Kibale,Central,00000,Uganda Christian University,3.91,4.15; 3.92,46,19,4,nan,13,"Java, Node.js","Communication, Problem-solving, Critical Thinking",Cybersecurity,Cybersecurity,"Photography, Gaming",Visual,Alone,Afternoon,Artificial Intelligence
S25B91/031,Hope,,Ocaya,Male,2004-06-16,Ugandan,Uganda,+256 717 593 649,hope.ocaya@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.99,4.16; 4.23,99,47,7,BOL0106,20,"Java, C++","Problem-solving, Time Management, Adaptability",Web Development,Mobile App Development,"Traveling, Cooking",Kinesthetic,One-on-one,Late night,Mobile App Development
S25B91/034,Margaret,,Kijjambu,Female,1999-02-01,Ugandan,Uganda,+256 795 919 284,margaret.kijjambu@students.ucu.ac.ug,Soroti District,Soroti,Central,00000,Uganda Christian University,2.54,2.82; 2.59,73,51,5,BOL0106,21,"MongoDB, Python","Time Management, Critical Thinking, Teamwork",Cloud Computing,Mobile App Development,"Cooking, Music",Visual,One-on-one,Late night,Artificial Intelligence
S25B91/037,Daniel,,Kalema,Male,1999-09-20,Ugandan,Uganda,+256 718 906 117,daniel.kalema@students.ucu.ac.ug,Kasese District,Kasese,Central,00000,Uganda Christian University,2.81,2.62; 2.77,75,13,4,"BOL0104, BOL0106",16,"SQL, Python","Leadership, Communication, Time Management",Data Science,Software Engineering,"Traveling, Photography",Auditory,One-on-one,Morning,Artificial Intelligence
S25B91/039,Harriet,,Arinaitwe,Female,2002-01-12,Ugandan,Uganda,+256 724 551 645,harriet.arinaitwe@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.16,3.23; 3.0,50,44,4,nan,16,"Data Analysis, Docker","Time Management, Leadership, Critical Thinking",Data Science,Software Engineering,"Traveling, Photography",Reading/Writing,Small group,Afternoon,Artificial Intelligence
S25B91/041,Akiiki,,Nabawanuka,Female,2001-12-13,Ugandan,Uganda,+256 719 521 973,akiiki.nabawanuka@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.26,3.1; 3.49,86,44,5,BOL0104,15,"C++, SQL","Leadership, Communication, Critical Thinking",Software Engineering,Mobile App Development,"Hiking, Gaming",Visual,Alone,Afternoon,Artificial Intelligence
S25B91/043,Naava,,Akello,Female,1999-05-08,Ugandan,Uganda,+256 766 339 332,naava.akello@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.29,3.5; 3.32,100,20,7,nan,20,"Docker, MongoDB","Problem-solving, Critical Thinking, Communication",Mobile App Development,Data Science,"Sports, Photography",Visual,One-on-one,Afternoon,Artificial Intelligence
S25B91/045,Ronald,,Walakira,Male,2004-05-19,Ugandan,Uganda,+256 722 318 531,ronald.walakira@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,3.97,3.95; 4.04,52,22,6,BOL0103,20,"AWS, Docker","Problem-solving, Critical Thinking, Teamwork",Cloud Computing,Artificial Intelligence,"Volunteering, Traveling",Visual,One-on-one,Afternoon,Mobile App Development
S25B91/049,Oliver,,Nabweteme,Female,2002-02-04,Ugandan,Uganda,+256 767 122 130,oliver.nabweteme@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.21,3.15; 3.05,106,53,6,nan,13,"React, JavaScript","Problem-solving, Teamwork, Adaptability",Software Engineering,Data Science,"Traveling, Cooking",Visual,One-on-one,Morning,Data Science
S25B91/051,Namagembe,,Mugabi,Female,2003-06-28,Ugandan,Uganda,+256 794 107 619,namagembe.mugabi@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.64,2.69; 2.48,61,36,6,BOL0106,17,"C++, Machine Learning","Teamwork, Critical Thinking, Leadership",Data Science,Software Engineering,"Cooking, Sports",Visual,Small group,Evening,Cybersecurity
S25B91/053,Namirembe,,Walakira,Male,1998-02-25,Ugandan,Uganda,+256 789 392 263,namirembe.walakira@students.ucu.ac.ug,Mbale District,Mbale,Central,00000,Uganda Christian University,2.9,3.14; 2.64,63,24,6,"BOL0103, BOL0104, BOL0106",14,"Docker, Python","Time Management, Problem-solving, Communication",Artificial Intelligence,Cybersecurity,"Gaming, Cooking",Visual,Alone,Morning,Cybersecurity
S25B91/055,Janet,,Namutebi,Female,2000-10-24,Ugandan,Uganda,+256 746 900 347,janet.namutebi@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.77,2.48; 2.58,58,17,4,"BOL0103, BOL0104",12,"Docker, Python","Communication, Critical Thinking, Problem-solving",Data Science,Software Engineering,"Hiking, Reading",Kinesthetic,One-on-one,Evening,Cybersecurity
S25B91/058,Sophia,,Johnson,Male,2003-04-14,Congolese,Uganda,+256 780 823 175,sophia.johnson@students.ucu.ac.ug,Lira District,Lira,Central,00000,Uganda Christian University,3.34,3.19; 3.09,44,43,6,"BOL0104, BOL0105",20,"AWS, React","Teamwork, Adaptability, Communication",Web Development,Cybersecurity,"Gaming, Reading",Visual,One-on-one,Evening,Web Development
S25B91/060,Apollo,,Kasule,Female,2000-06-05,Ugandan,Uganda,+256 789 245 103,apollo.kasule@students.ucu.ac.ug,Kakumiro District,Kakumiro,Central,00000,Uganda Christian University,2.9,3.15; 2.77,50,56,7,BOL0102,16,"MongoDB, Machine Learning","Leadership, Time Management, Teamwork",Data Science,Artificial Intelligence,"Reading, Hiking",Reading/Writing,Online,Afternoon,Web Development
S25B91/062,Sylvia,,Atwine,Female,2002-04-08,Ugandan,Uganda,+256 741 673 998,sylvia.atwine@students.ucu.ac.ug,Bundibugyo District,Bundibugyo,Central,00000,Uganda Christian University,2.91,2.7; 2.89,87,43,6,BOL0105,16,"AWS, Data Analysis","Teamwork, Communication, Critical Thinking",Mobile App Development,Artificial Intelligence,"Volunteering, Photography",Kinesthetic,Online,Late night,Software Engineering
J24D90/003,Namara,,Tabaaro,Male,2001-02-06,Ugandan,Uganda,+256 757 645 236,namara.tabaaro@students.ucu.ac.ug,Moroto District,Moroto,Central,00000,Uganda Christian University,3.95,4.07; 3.82,119,23,6,DIL0304,12,"SQL, Git","Communication, Critical Thinking, Adaptability",Cloud Computing,Mobile App Development,"Traveling, Hiking",Visual,One-on-one,Evening,Software Engineering
J24D90/005,Doreen,,Nakalema,Male,1998-08-04,Ugandan,Uganda,+256 742 344 622,doreen.nakalema@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.66,2.63; 2.77,54,30,6,DIL0404,15,"React, Node.js","Critical Thinking, Communication, Leadership",Cloud Computing,Web Development,"Hiking, Gaming",Visual,Small group,Afternoon,Cybersecurity
J24D90/008,Namata,,Nakato,Female,2005-12-06,Ugandan,Uganda,+256 726 940 571,namata.nakato@students.ucu.ac.ug,Kyegegwa District,Kyegegwa,Central,00000,Uganda Christian University,3.1,2.95; 3.18,58,33,5,DIL0306,12,"Data Analysis, Java","Leadership, Adaptability, Critical Thinking",Data Science,Artificial Intelligence,"Photography, Traveling",Visual,Alone,Late night,Data Science
J24D90/011,Namagembe,,Kalema,Female,2004-08-20,Ugandan,Uganda,+256 748 517 102,namagembe.kalema@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.63,2.66; 2.36,60,36,6,"DIL0405, DIL0406",16,"MongoDB, Docker","Teamwork, Time Management, Problem-solving",Software Engineering,Data Science,"Hiking, Reading",Reading/Writing,Small group,Morning,Cybersecurity
J24D90/013,Elizabeth,,Kikomeko,Male,2003-01-20,Ugandan,Uganda,+256 779 741 669,elizabeth.kikomeko@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.98,3.2; 3.15,35,24,6,DIL0402,17,"React, MongoDB","Adaptability, Critical Thinking, Leadership",Cloud Computing,Data Science,"Sports, Volunteering",Auditory,Alone,Afternoon,Data Science
J24D90/015,Namyalo,,Nakafeero,Male,2001-07-26,Ugandan,Uganda,+256 753 331 754,namyalo.nakafeero@students.ucu.ac.ug,Kumi District,Kumi,Central,00000,Uganda Christian University,3.13,3.41; 3.36,75,55,5,"DIL0301, DIL0305",12,"C++, Python","Adaptability, Teamwork, Critical Thinking",Software Engineering,Data Science,"Hiking, Traveling",Kinesthetic,Small group,Morning,Web Development
J24D90/017,Nancy,,Ssewanyana,Male,1998-03-09,Ugandan,Uganda,+256 734 815 754,nancy.ssewanyana@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.5,2.26; 2.61,102,38,7,"DIL0303, DIL0304",21,"Git, Data Analysis","Leadership, Communication, Problem-solving",Software Engineering,Cloud Computing,"Reading, Cooking",Auditory,Small group,Morning,Cybersecurity
J24D90/020,Ronald,,Bagiire,Female,2000-11-25,Ugandan,Uganda,+256 720 612 954,ronald.bagiire@students.ucu.ac.ug,Hoima District,Hoima,Central,00000,Uganda Christian University,3.26,3.44; 3.21,99,54,6,DIL0405,13,"JavaScript, Python","Problem-solving, Communication, Teamwork",Cybersecurity,Cybersecurity,"Sports, Gaming",Auditory,Small group,Evening,Cybersecurity
J24D90/023,Abraham,,Muhangi,Male,1998-11-14,Ugandan,Uganda,+256 728 135 870,abraham.muhangi@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.25,3.35; 3.16,94,33,6,"DIL0402, DIL0404",12,"AWS, JavaScript","Teamwork, Time Management, Problem-solving",Web Development,Cybersecurity,"Sports, Gaming",Visual,Online,Morning,Software Engineering
J24D90/026,Patrick,,Wanyama,Male,1999-11-17,Ugandan,Uganda,+256 725 305 485,patrick.wanyama@students.ucu.ac.ug,Kalangala District,Kalangala,Central,00000,Uganda Christian University,3.53,3.37; 3.76,47,17,4,"DIL0303, DIL0305",12,"C++, Data Analysis","Problem-solving, Leadership, Time Management",Cybersecurity,Software Engineering,"Gaming, Traveling",Visual,Small group,Evening,Software Engineering
J24D90/028,Stephen,,Nakimera,Female,2000-03-07,Ugandan,Uganda,+256 770 406 824,stephen.nakimera@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.65,3.53; 3.43,80,12,4,DIL0202,13,"Node.js, AWS","Critical Thinking, Communication, Problem-solving",Mobile App Development,Cybersecurity,"Hiking, Reading",Reading/Writing,Small group,Afternoon,Data Science
J24D90/031,Yusuf,,Mugabi,Female,2005-03-10,Ugandan,Uganda,+256 797 766 538,yusuf.mugabi@students.ucu.ac.ug,Soroti District,Soroti,Central,00000,Uganda Christian University,2.63,2.46; 2.55,59,48,5,"DIL0402, DIL0403, DIL0405",15,"Machine Learning, React","Leadership, Critical Thinking, Teamwork",Mobile App Development,Cloud Computing,"Gaming, Photography",Visual,One-on-one,Morning,Software Engineering
J24D90/033,Mark,,Kikomeko,Male,2005-04-23,Ugandan,Uganda,+256 729 220 641,mark.kikomeko@students.ucu.ac.ug,Fort Portal District,Fort Portal,Central,00000,Uganda Christian University,3.89,3.6; 4.05,31,47,6,"DIL0301, DIL0304, DIL0305",18,"SQL, JavaScript","Time Management, Critical Thinking, Teamwork",Cloud Computing,Artificial Intelligence,"Hiking, Gaming",Reading/Writing,Alone,Afternoon,Artificial Intelligence
J24D90/035,Ian,,Asiimwe,Female,2000-03-24,Ugandan,Uganda,+256 721 565 851,ian.asiimwe@students.ucu.ac.ug,Kyegegwa District,Kyegegwa,Central,00000,Uganda Christian University,2.98,2.96; 2.73,48,52,4,"DIL0403, DIL0404, DIL0406",13,"React, Java","Problem-solving, Teamwork, Adaptability",Data Science,Data Science,"Cooking, Volunteering",Reading/Writing,Alone,Evening,Mobile App Development
J24D90/038,Oliver,,Mulyagonja,Female,1998-10-06,Ugandan,Uganda,+256 715 832 437,oliver.mulyagonja@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.99,3.24; 2.8,97,39,5,"DIL0401, DIL0406",15,"Data Analysis, JavaScript","Leadership, Critical Thinking, Teamwork",Mobile App Development,Cybersecurity,"Volunteering, Music",Visual,Online,Evening,Data Science
J24D90/040,Evelyn,,Adams,Female,1998-11-12,Congolese,Uganda,+256 783 225 223,evelyn.adams@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.37,3.12; 3.49,47,15,6,DIL0303,16,"Machine Learning, AWS","Leadership, Teamwork, Communication",Mobile App Development,Data Science,"Cooking, Music",Auditory,Alone,Afternoon,Web Development
J24D90/042,Vincent,,Naddumba,Male,1998-03-26,Ugandan,Uganda,+256 769 665 997,vincent.naddumba@students.ucu.ac.ug,Kabarole District,Kabarole,Central,00000,Uganda Christian University,3.49,3.78; 3.49,82,23,5,"DIL0401, DIL0405",12,"C++, Flutter","Problem-solving, Leadership, Adaptability",Cloud Computing,Mobile App Development,"Traveling, Volunteering",Auditory,Alone,Afternoon,Mobile App Development
J24D90/044,Margaret,,Lumala,Female,1998-07-06,Ugandan,Uganda,+256 726 786 123,margaret.lumala@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.62,3.53; 3.34,83,47,5,DIL0406,14,"React, SQL","Leadership, Communication, Problem-solving",Mobile App Development,Web Development,"Traveling, Volunteering",Visual,One-on-one,Afternoon,Cybersecurity
J24D90/046,Caroline,,Tabaaro,Male,1999-06-05,Ugandan,Uganda,+256 711 642 490,caroline.tabaaro@students.ucu.ac.ug,Nebbi District,Nebbi,Central,00000,Uganda Christian University,3.41,3.52; 3.33,99,26,5,DIL0301,17,"Python, AWS","Teamwork, Communication, Adaptability",Web Development,Artificial Intelligence,"Cooking, Gaming",Visual,Alone,Late night,Cloud Computing
J24D90/048,Timothy,,Kigozi,Female,1998-05-21,Ugandan,Uganda,+256 797 861 939,timothy.kigozi@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.61,3.61; 3.48,108,34,5,nan,12,"Docker, Java","Leadership, Problem-solving, Teamwork",Artificial Intelligence,Mobile App Development,"Cooking, Gaming",Reading/Writing,Online,Afternoon,Web Development
J24D90/051,Nakintu,,Amanya,Female,1998-11-10,Ugandan,Uganda,+256 741 177 671,nakintu.amanya@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.59,2.42; 2.36,116,30,7,"DIL0305, DIL0306",14,"Flutter, Java","Teamwork, Problem-solving, Time Management",Software Engineering,Software Engineering,"Photography, Traveling",Visual,One-on-one,Afternoon,Software Engineering
